"","MAL13P1.124","MAL13P1.137","MAL13P1.179","MAL13P1.206","MAL13P1.262","MAL13P1.40","MAL7P1.18","MAL8P1.132","PF07_0074","PF10_0111","PF10_0136","PF10_0191","PF10_0307","PF10_0374","PF11_0087","PF11_0090","PF11_0260","PF11_0290","PF13_0095","PF13_0135","PF13_0137","PF13_0219","PF14_0041","PF14_0286","PF14_0360","PF14_0384","PF14_0562","PF14_0642","PF14_0713","PF14_0719","PF14_0730","PFA0430c","PFB0270w","PFB0590w","PFC0230c","PFC0375c","PFC0440c","PFC0760c","PFC0980c","PFE0165w","PFE0430w","PFE0585c","PFF0200c","PFF0490w","PFF0610c","PFF0875w","PFF0965c","PFF1150w","PFF1280w","PFL0980w","D_class","Class","Compound"
"Leupeptine_H1","-0.079025754","-0.064057340"," 0.0604225251","-0.17476520"," 0.5744502123","-0.114396003","-0.027123961","-0.3131008607"," 0.042106324","-0.288297953"," 0.2467473818","-0.048548048"," 0.006256944","-0.226010684"," 0.202312008","-0.057527617","-0.2159496298","-0.278426928","-0.17057303"," 0.1262449524","-0.1742029304"," 0.196947220","-0.376392381"," 2.531044e-01"," 0.008930599","-0.346514026"," 0.04319766"," 0.094436020"," 0.150481798"," 0.3039501247","-0.356007187"," 0.277166288","-0.105034628"," 0.004087465"," 0.0082111872","-0.495004407","-0.070581388","-0.113305122"," 0.055064296"," 0.209893880","-0.037557568","-0.0824488525","-0.23348954"," 0.173901144"," 0.204857184","-0.1253969795"," 0.058915626","-0.141001983","-0.006631821"," 0.3803931140",9,8,"Leupeptine"
"Leupeptine_H2"," 0.023931270","-0.014012165"," 0.0798072013"," 0.27253556","-0.1665874613","-0.021462934"," 0.076351760","-0.0973786999","-0.111183823"," 0.405609251","-0.0894882327","-0.127049794"," 0.178472428"," 0.113985880","-0.019201157","-0.126906139","-0.5354608582","-0.131651765","-0.12223433"," 0.0005730812","-0.1133307523"," 0.007995550","-0.100417773"," 2.025806e-01"," 0.305191747"," 0.259359930"," 0.44254131"," 0.064789342","-0.187128185"," 0.1728680737"," 0.067320755","-0.002404116"," 0.194222929","-0.176961819"," 0.0265387805"," 0.142091012"," 0.020654029","-0.046461523","-0.001746518"," 0.074103703","-0.134619079"," 0.2111169976","-0.08541856","-0.028027162","-0.081885616","-0.1738713959"," 0.024196257"," 0.009207985"," 0.119386756"," 0.1153746174",9,8,"Leupeptine"
"Leupeptine_H4"," 0.100219197"," 0.033295023"," 0.1098522652","-0.05121864"," 0.4648729817"," 0.097039036","-0.048883045"," 0.1089489654","-0.054242586","-0.293669141","-0.1203030654","-0.034583439","-0.047992400","-0.095506849"," 0.229610418"," 0.191475442"," 0.1046713095"," 0.045566372","-0.06202353","-0.1490656298","-0.0129520056","-0.129306597"," 0.187146751","-1.789036e-01","-0.063093527","-0.116853237","-0.23375390","-0.268151269","-0.068776774","-0.1087587185","-0.057704724","-0.008275552"," 0.025100370","-0.014367431","-0.0227545112"," 0.193778991","-0.099380997"," 0.112393993","-0.061530416","-0.505474079","-0.166425080","-0.2378238957"," 0.05261353"," 0.138263084"," 0.055837182"," 0.2371580502"," 0.015076165"," 0.283789027","-0.246638523","-0.1480688399",9,8,"Leupeptine"
"Leupeptine_H6","-0.168978494","-0.053195305"," 0.2770947071"," 0.19712522","-0.1208444110"," 0.197899399","-0.114437687"," 0.1449672624"," 0.368045164"," 0.129108343"," 0.0609150793","-0.033055155"," 0.107950811"," 0.243379444"," 0.023427255","-0.134053859"," 0.2293748971","-0.165383742","-0.38552440"," 0.0570554275","-0.1373878363","-0.142142558","-0.147959948","-1.459285e-01","-0.037574865","-0.138164629"," 0.22149274"," 0.077802019","-0.091035227","-0.0072061837"," 0.093700151","-0.218308582","-0.104512863","-0.324135954","-0.0743491054","-0.062616578"," 0.024148491"," 0.007723352","-0.028156710","-0.075754675"," 0.050982547"," 0.0501396752","-0.03851279","-0.119429492","-0.110328317"," 0.0385103025","-0.182565572"," 0.104247249"," 0.053084497","-0.0427664012",9,8,"Leupeptine"
"Leupeptine_H8"," 0.032937468"," 0.090306974"," 0.0706460299"," 0.12714112","-0.7502315264"," 0.011024501"," 0.218587301"," 0.0368633085"," 0.055631488","-0.227081896","-0.0738502475","-0.096725224","-0.054169916"," 0.648959874","-0.047157232","-0.058672702"," 0.4307607040","-0.147977413"," 0.05211846"," 0.1094216265"," 0.0577350987","-0.087725629"," 0.237515369","-2.376401e-01","-0.098204803","-0.001319517","-0.40375286","-0.030471101"," 0.056235935"," 0.0371075898"," 0.141698460","-0.455811288"," 0.161489694","-0.032866845"," 0.0016601775"," 0.100274442","-0.144491150"," 0.178023307","-0.367761839"," 0.001885840"," 0.044496629"," 0.0392692684"," 0.38547365"," 0.047754117","-0.129686790"," 0.0895779402"," 0.012597922"," 0.128860601"," 0.099630781","-0.2739077017",9,8,"Leupeptine"
"Apicidin_H1","-0.046033850","-0.152660769","-0.0881573383"," 0.42361232","-0.3154575788","-0.362330965"," 0.114728596"," 0.1176269304"," 0.242785634"," 0.148722433","-0.1437833945","-0.391986361"," 0.398990715","-0.131452895","-0.210016771"," 0.265132638"," 0.4674031756"," 0.015410802","-0.05104866","-0.6581598984"," 0.1329562023","-0.017712779","-0.361331828"," 1.801633e-01"," 0.068904604"," 0.549714765"," 0.54906489"," 0.228392167"," 0.053285970"," 0.1403913072","-0.252879488"," 0.156436726","-0.175070908","-0.275873299","-0.0779897385","-0.030525585","-0.058418336","-0.050693098"," 0.287995817","-0.266035791"," 0.068526115","-0.2774035653"," 0.33743794","-0.134137473","-0.975569420","-0.4398151141","-0.133312539","-0.277841485","-0.405086355","-0.3381190403",10,1,"Apicidin"
"Apicidin_H2"," 0.215745718"," 0.092932462","-0.0195005799"," 0.20406740"," 0.2547604904"," 0.334973597"," 0.047734118","-0.0438163374"," 0.236634669","-0.229015519"," 0.1018407243"," 0.030000749","-0.142319922"," 0.314804537","-0.249744911","-0.020496270","-0.0389088918","-0.104005323","-0.12206749","-0.1066537571"," 0.1454657859"," 0.073379660"," 0.044398732"," 6.280053e-02","-0.299721379"," 0.143428296"," 0.14000745","-0.167280887"," 0.191614116","-0.0276359050"," 0.261053465"," 0.134016700","-0.133277731","-0.167390238"," 0.0564884230","-0.104576360","-0.112297771"," 0.173504492","-0.239117353","-0.518243183"," 0.146867027","-0.0303285916"," 0.21271822"," 0.049246359"," 0.257617131"," 0.0284447905"," 0.186491911"," 0.155583447","-0.080492227"," 0.0482312012",10,1,"Apicidin"
"Apicidin_H4"," 0.005308789","-0.006378377"," 0.0849241520","-0.13910695","-0.1828143805"," 0.270415805"," 0.130322138"," 0.2469944686"," 0.094283243","-0.180494530","-0.0887681299","-0.023424279"," 0.087927751"," 0.250165992","-0.029059499"," 0.158480302","-0.1391106407"," 0.100289782","-0.08977964","-0.0486034209"," 0.0485183726","-0.017546498","-0.041015982"," 1.758968e-01","-0.116944623"," 0.226119474"," 0.21836198"," 0.165083977","-0.004785416","-0.0928188859"," 0.123936555","-0.191969849"," 0.103417478"," 0.197780374","-0.0618355535","-0.188462948","-0.158564527","-0.183721735","-0.074848873","-0.082396778","-0.047230190","-0.0904176655"," 0.14803317","-0.165874468"," 0.005416684"," 0.0645282394","-0.102629367"," 0.200066856","-0.276712990"," 0.1242305559",10,1,"Apicidin"
"Apicidin_H6","-0.105196653","-0.003886237","-0.0525535891","-0.01944052","-0.0702033636"," 0.128324764"," 0.006989802"," 0.8434544377"," 0.220233033"," 0.014706495"," 0.2719806450"," 0.026764581"," 0.128979539"," 0.279001233","-0.094047854"," 0.105210041"," 0.1395551754","-0.150614554","-0.18771464"," 0.0388452056"," 0.3150737356"," 0.190832513","-0.217721365"," 2.054405e-01","-0.113246393"," 0.060674859","-0.02171584"," 0.101604314","-0.134150437"," 0.0491114132"," 0.142778478"," 0.166298229","-0.165035588"," 0.055619618"," 0.0150535712","-0.072105300","-0.085264897"," 0.008527172"," 0.037817282"," 0.090229931"," 0.145619452"," 0.0664819121"," 0.08162083"," 0.397962022"," 0.029559544","-0.1452639832","-0.037404738"," 0.094902201"," 0.272564577"," 0.2070862122",10,1,"Apicidin"
"Apicidin_H8","-0.131313769","-0.095638965","-0.1424497827"," 0.12274900","-0.0779911548"," 0.219433866","-0.125623344"," 0.4098764295"," 0.319424441"," 0.181936556"," 0.1818417379","-0.049326591","-0.062680794"," 0.230931288","-0.006186513","-0.005309758"," 0.0786439916"," 0.119365472","-0.09292746","-0.0710086263"," 0.1702683827"," 0.072349229","-0.169362791"," 5.889238e-02","-0.195416921"," 0.243815212"," 0.01017960","-0.054461980","-0.032942726"," 0.0575261487"," 0.271043085","-0.024705360","-0.048072549"," 0.174668355","-0.2707212887","-0.119042869","-0.071248713","-0.154298466"," 0.033709936"," 0.089811497","-0.019410451","-0.0577473002","-0.10529933"," 0.206301261"," 0.034238504"," 0.0513564785","-0.072419726","-0.066848241"," 0.096196841"," 0.0625640292",10,1,"Apicidin"
"Apicidin_H10"," 0.050572731","-0.038900026"," 0.0359040521","-0.05410608"," 0.2314391797"," 0.415370371","-0.012127554","-0.0433390023"," 0.150645252"," 0.059671706"," 0.0404969519"," 0.212242815","-0.218157391"," 0.090051272"," 0.183518252","-0.140623145"," 0.3566325947","-0.015198068","-0.15576070"," 0.1793598728"," 0.1845012387","-0.089534244"," 0.008424697","-2.540514e-02","-0.332373808","-0.009002542","-0.28205582","-0.024515086"," 0.111765351"," 0.1429936978"," 0.426237327"," 0.031676583","-0.265172974","-0.100357986"," 0.0409478639","-0.033175064","-0.085364384","-0.035432698","-0.056564499","-0.177403534"," 0.011270195","-0.1046635333"," 0.08694159"," 0.005048423"," 0.192416939"," 0.0498941053","-0.105489467"," 0.147942886"," 0.003855741","-0.0550401384",10,1,"Apicidin"
"Trichostatin_H1","-0.113532479"," 0.061456630"," 0.8131066103"," 0.30952096"," 0.1196125217"," 0.118976257"," 0.865147490"," 0.4693055248","-0.237501485","-0.288973583","-0.0455695214"," 0.491858627","-0.573250191"," 0.360978267","-1.262049862"," 0.383325087"," 0.2202865822"," 0.450136760","-0.52252414","-0.4999851145"," 0.6043252884","-0.356016492","-0.052457027","-1.517331e-01"," 0.869864019"," 1.072431022"," 0.09335618"," 0.543850093"," 0.341063698"," 0.0820749127"," 0.381839680"," 0.391969873","-0.640476754","-0.330300740","-0.9769134455","-0.108062646","-1.073009960"," 0.298571687"," 0.454066666"," 0.631451768","-0.210933914"," 0.0022339841"," 0.71826027"," 0.254174287"," 0.197514786"," 0.0552648001","-1.244880386"," 0.323096289","-0.279065539"," 0.4955563322",11,1,"Trichostatin"
"Trichostatin_H2"," 0.099077134"," 0.167781239"," 0.7689178886","-0.02132999","-0.3709153519"," 0.676020112"," 0.698739963"," 1.0243514379","-0.621181831"," 0.065360575","-0.2331888785"," 1.082836183","-0.268818625"," 0.934568862","-0.739966326","-0.187998259","-0.5500367302"," 0.559728626","-0.51727144","-0.8170219693"," 0.7677983175"," 0.117143138"," 0.616489894","-5.573247e-01"," 1.061580489"," 0.069166299","-0.35900203","-0.808440612"," 0.526275690","-0.2938361025"," 0.902558842"," 0.059111524","-0.275719195","-0.548846916","-0.4867079261","-2.158272784","-0.745450484"," 0.278944485","-0.862155186"," 0.984914100"," 0.196031156","-0.1378585146"," 0.23367988"," 0.724694922"," 0.079852463"," 0.4855152817","-0.996236575"," 0.629706344","-0.065911345","-0.1778295829",11,1,"Trichostatin"
"Trichostatin_H4","-0.014667208"," 0.020013907"," 0.8350129829","-0.12384553","-0.5031203580"," 0.384174731"," 0.310684404"," 1.0254172432","-0.449648696","-0.387151547","-0.4574481386"," 0.631657120"," 0.268485291"," 1.019903307","-0.821919329","-0.331042859","-0.5150278992"," 0.318134576","-0.31653171","-1.3266828549"," 0.9497754811","-0.016945039"," 0.200375690","-4.605196e-01"," 1.259675199"," 0.373002447","-0.25677510"," 0.014654459"," 0.561572012","-0.0676475615"," 0.100762306"," 0.159017714","-0.720682145"," 0.007877388","-0.5094563919","-1.645170464","-0.497571703"," 0.123100235","-0.849344322"," 0.701617623"," 0.293330029"," 0.1454012646","-0.37609752"," 0.572206830","-0.335600427"," 0.3578040337","-1.003904711"," 0.026875852","-0.420671846","-0.2886944240",11,1,"Trichostatin"
"Trichostatin_H6"," 0.034241838","-0.177940898"," 0.7007979449","-0.08534992","-0.5299229851"," 0.587833055"," 0.083367489"," 0.4936356427","-0.741608766"," 0.094708152","-0.2749166286"," 0.646753027"," 0.081685184"," 0.777790181","-0.362284966","-0.460162714","-0.2205337400","-0.169249787","-0.09751882","-1.3910294280"," 0.4995308121","-0.178185963"," 0.180610547","-4.630471e-01"," 0.998518603","-0.142269681","-0.26089721","-0.812144177"," 0.481728376","-0.4704632438","-1.196104592"," 0.092754022","-0.333861146"," 0.112281880","-0.5869148254","-1.179308410"," 0.080617541"," 0.091942557","-1.505657223"," 0.703490254","-0.314834403"," 0.1431951882","-0.07685575"," 0.063862461","-0.165744864"," 0.3447272435","-0.553031684"," 0.366053336","-0.031639545","-0.4852810858",11,1,"Trichostatin"
"Trichostatin_H8","-0.049319287","-0.118276968","-0.0374452382","-0.60144497","-0.0663582039"," 0.903791864"," 0.462180548"," 0.3124520012"," 0.085951843"," 0.132854474"," 0.2682621563"," 0.163395166","-0.005124380","-0.031519838","-0.130844080","-1.158834029","-0.4915322729"," 0.012706995","-0.03127859","-0.2425494131","-0.0521631900","-1.001509005"," 0.018221999"," 2.330158e-01"," 0.854688883"," 0.149981017","-0.29248781"," 0.048806143"," 0.199558188","-0.0899176926","-0.928175995"," 0.280212471","-1.283450294"," 0.142887311","-0.2938950703","-1.803965132"," 0.008544333"," 0.156708375","-0.189897971","-0.001188659","-0.185173722"," 0.0291894088"," 0.10782081","-0.289162588","-0.140209929","-0.1833129435","-0.215923930"," 0.039254718","-0.336569545","-0.0507105473",11,1,"Trichostatin"
"Trichostatin_H10"," 0.639604862"," 0.441104320","-1.3737206061","-0.78056625"," 0.3830591297"," 0.879043449"," 1.895970326","-1.0054166573"," 0.438876276"," 0.036181696","-0.3863775652"," 0.479274932"," 0.627590130"," 0.388078205"," 0.753224674","-1.618553716","-1.8787281572","-0.558533956"," 1.97743342"," 0.0222808615"," 0.2568078184","-1.516020475"," 0.304539073"," 4.976987e-02"," 0.123962887"," 0.348395298","-0.29028360"," 0.464307664"," 0.926256718"," 0.4765665260","-1.210684383"," 0.915811655","-0.252782985"," 0.721540113"," 0.2454423476","-1.912155018"," 0.167697573","-0.454369929","-0.894160997","-0.174843494","-0.430579486"," 0.2163576643"," 0.68062499","-0.900257065","-1.034340064","-0.3640616424","-0.300819896"," 0.411313046"," 0.401446064","-0.6298908526",11,1,"Trichostatin"
"Quinine_H1","-0.347293773","-0.688691618","-0.0142800317","-0.23269274"," 0.0133844396"," 0.186954272","-0.089348358"," 0.2001824981","-0.153774253"," 0.132901067","-0.0810305520","-0.226053632"," 0.171332473","-0.137941798","-0.460746983"," 0.248161154","-0.1462260531"," 0.462261054","-0.16715262","-0.1585148612","-0.0366470574"," 0.119772949"," 0.118478078","-1.984049e-01"," 0.023217979"," 0.016735566"," 0.22860332","-0.319200691"," 0.033814241","-0.1594318478"," 0.072043432"," 0.091617017","-0.060503623","-0.628609277","-0.4597919809"," 0.131315916"," 0.112152164"," 0.328502772"," 0.039002035"," 0.055531793"," 0.144811698"," 0.2699512324","-0.49233648","-0.229905974"," 0.055391438"," 0.0831835025","-0.017609746","-0.356289718","-0.248706648"," 0.1453664973",12,9,"Quinine"
"Quinine_H2","-0.463497395","-1.213104322"," 0.0358945028"," 0.21817362","-0.0539925242","-0.337312985","-0.772437706"," 0.0908464467","-0.676209633"," 0.301494129"," 0.0685060746","-0.525765977"," 0.154710262","-0.015392012","-0.668002755","-0.025087322","-0.1854820968"," 0.380006920","-0.36398183","-0.1131366047"," 0.1463490557"," 0.092545864","-0.024466015","-6.683668e-01","-0.016019299"," 0.157045662"," 0.33759786","-0.944296396"," 0.381152960"," 0.0580235450"," 0.280768513"," 0.140141624"," 0.012914074","-1.038542869","-0.4922120226"," 0.189865547"," 0.222397007"," 0.406113918"," 0.416705442","-0.393594708"," 0.013432896"," 0.4909903689","-1.44327117","-0.495116363"," 0.334000939","-0.2572850280"," 0.201445721","-0.638103709","-0.515773313"," 0.3700306910",12,9,"Quinine"
"Quinine_H4","-0.293353325","-0.162857750","-0.2464290383","-0.26135688"," 0.0637329587"," 0.268261870"," 0.018684855"," 0.3148543988","-0.607618772"," 0.026030107"," 0.0754758942","-0.243935750"," 0.470184394","-0.002636156","-0.543602757"," 0.232529741","-0.1087085189"," 0.441766486","-0.46163379"," 0.1783720001","-0.0815126838"," 0.641685558","-0.041581258","-1.923586e-01","-0.147260351"," 0.121076470","-0.08219568","-1.102285540"," 0.194433717"," 0.0217319413","-0.046038301","-0.176564010","-0.268588157","-0.236638341","-0.0463129321"," 0.252323965"," 0.151449245"," 0.424304810"," 0.291705653","-0.033019516"," 0.299430057","-0.0337462852","-0.81235758","-0.093111608"," 0.103482657"," 0.0357057013"," 0.302821910","-0.772466399","-0.255100703"," 0.3113707898",12,9,"Quinine"
"Quinine_H6","-0.397897513","-0.575413517","-0.2154585216"," 0.11503011"," 0.0397741929"," 0.125620078","-0.360102419"," 0.1502189884","-0.243181173"," 0.566463637","-0.1287116932","-0.319326445"," 0.168712305","-0.077838635","-0.230806894"," 0.104950808","-0.1556156363"," 0.203186220","-0.38502086","-0.1400109447"," 0.0214568727"," 0.176245874","-0.032618297","-1.460320e-01","-0.087603730"," 0.285259116","-0.09355346","-0.285497898"," 0.197603148","-0.2249826619"," 0.134992776","-0.029904857","-0.063815205","-0.289410252","-0.0965477658"," 0.170783641"," 0.155514114"," 0.233075312"," 0.298709593","-0.329042317","-0.048437604"," 0.0935947332","-1.02498966","-0.017128628"," 0.316296093","-0.0289865081"," 0.232444938","-0.246963009","-0.338127778"," 0.1400217245",12,9,"Quinine"
"Quinine_H8","-0.197379372","-0.379311723","-0.3960764700","-0.60082857","-0.2021020717"," 0.748198122","-0.323229003","-0.1241925316","-0.377714083"," 0.351086622","-0.2012086371","-0.119231282","-0.093948154","-0.468798443"," 0.270184902","-0.041616613"," 0.1592679278"," 0.535139140"," 0.40867148","-0.2714822568","-0.1180424241","-0.024411996","-0.129608090","-1.566880e-04","-0.440127734","-0.123480533","-0.39459568","-1.341288308"," 0.398765786","-0.5477562008","-0.038955653"," 0.185352888","-0.190552646","-0.018608163"," 0.1131283209"," 0.001313984"," 0.065361614"," 0.045640948"," 0.264365726"," 0.126736329"," 0.029894502"," 0.1408005965","-1.47273840","-0.294539495"," 0.308049084"," 0.1655059004"," 0.132874499","-0.279423420","-0.158117759","-0.2643285967",12,9,"Quinine"
"Quinine_H10","-0.333951259","-0.579695151"," 0.2384894444","-0.28455360"," 0.1572476488","-0.240791060","-1.391107981","-0.0538995020","-0.059107094"," 0.188325231"," 0.4880707068"," 0.077646563"," 0.435921981"," 0.215703717","-0.284253477","-0.178539353"," 0.1486341892"," 0.086285802","-0.58541119"," 0.1061405269"," 0.2883292955"," 0.246834056","-0.153165575","-1.360837e-01","-0.006180873"," 0.291554660","-0.26543910","-0.671861728"," 0.410467362"," 0.5409116054"," 1.031939255"," 0.101895118","-0.304829317","-0.314478791"," 0.0606885938"," 0.044231465"," 0.110471796"," 0.170737106"," 0.577471325","-0.104377952","-0.128207426"," 0.0412797417"," 0.06542312","-0.103302159"," 0.240658466","-0.0749559919"," 0.684173565","-0.205791018","-0.659679750"," 0.5519926341",12,9,"Quinine"
"Chloroquine_H1"," 0.288754930"," 0.619712631","-0.1697539857","-0.18322988","-0.0111172319","-0.218176785"," 0.777687675","-0.4806345117","-0.126431195","-0.053361471","-0.3788603225"," 0.130462748"," 0.598014243"," 0.187668054"," 0.734714411","-0.011314013","-0.5972850902"," 0.189446505"," 0.76720879"," 1.0388091543","-1.0398897461","-0.072557031"," 0.329879254"," 7.127255e-01"," 0.291294203","-0.115998091","-0.54947930"," 0.190127308","-0.304937713","-0.1449001387","-0.710381079","-0.508837814"," 0.331566056","-0.433426508"," 0.5756038762"," 0.572849803"," 0.081202403","-0.324498625"," 0.049036600"," 0.717647841","-0.115211334"," 0.0781243631"," 1.00526409","-0.090496258","-0.295545822"," 0.1611252069"," 0.099776835"," 0.273244895"," 0.383292923"," 0.4204489846",13,10,"Chloroquine"
"Chloroquine_H2"," 0.395957475"," 1.040327173","-0.3230574355"," 0.10547006"," 0.0357116336","-0.016484933"," 1.119489479"," 0.7410706490"," 0.401297782","-0.208504502"," 0.0143128714"," 0.072595756"," 0.412042739"," 0.219886835"," 0.267856886"," 0.158393828","-0.1071739001","-0.070097624"," 0.32966956"," 0.1506716443","-0.5275011189","-0.180751502"," 0.217398404"," 3.251598e-01"," 0.020276787","-0.451247140","-0.67215228"," 0.061486197","-0.109416383","-0.1071179127","-0.334089629"," 0.060437071","-0.002769146","-0.103897108"," 0.3249910593"," 0.435507205","-0.089281826","-0.047553379"," 0.014888952"," 0.320916599"," 0.197082612","-0.0188968303"," 0.98981705"," 0.241846191","-0.306596056"," 0.2093479741","-0.098204775"," 0.012744005"," 0.532544790"," 0.1398715199",13,10,"Chloroquine"
"Chloroquine_H4"," 0.358884026"," 0.263991858"," 0.2018160379"," 0.08956271","-0.1139334132"," 0.067442146"," 1.357247595","-0.4369343048","-0.690508790","-0.458871156"," 0.2921043567"," 0.375191224"," 0.516257642"," 0.298303662"," 0.593241177"," 0.003875656","-0.2971669109"," 0.047591193"," 0.52152987"," 0.1031526666","-0.6843316326","-0.287714163"," 0.151512664"," 2.310485e-01","-0.380257303","-0.266117385","-0.74809600","-0.014678145","-0.040373858","-0.1276199226","-0.345595483","-0.063730518"," 0.415113986","-0.217427364"," 0.2172861952"," 0.232181280","-0.117446865","-0.096423896","-0.174471774"," 0.135506218","-0.025059667","-0.0838515758"," 0.91641789"," 0.319969524","-0.293296147"," 0.1954239751"," 0.136795293"," 0.213480098"," 0.357096558","-0.1345790361",13,10,"Chloroquine"
