"","MAL13P1.124","MAL13P1.137","MAL13P1.179","MAL13P1.206","MAL13P1.262","MAL13P1.40","MAL7P1.18","MAL8P1.132","PF07_0074","PF10_0111","PF10_0136","PF10_0191","PF10_0307","PF10_0374","PF11_0087","PF11_0090","PF11_0260","PF11_0290","PF13_0095","PF13_0135","PF13_0137","PF13_0219","PF14_0041","PF14_0286","PF14_0360","PF14_0384","PF14_0562","PF14_0642","PF14_0713","PF14_0719","PF14_0730","PFA0430c","PFB0270w","PFB0590w","PFC0230c","PFC0375c","PFC0440c","PFC0760c","PFC0980c","PFE0165w","PFE0430w","PFE0585c","PFF0200c","PFF0490w","PFF0610c","PFF0875w","PFF0965c","PFF1150w","PFF1280w","PFL0980w","D_class","Class","Compound"
"Chloroquine_H6"," 0.146772658"," 0.522224749","-0.0566514263"," 0.17122444"," 0.1357950299"," 0.093969242"," 1.358667290","-0.3629525847","-0.441142495"," 0.151524642"," 0.3117880330","-0.030504098"," 0.466332903"," 0.062064179"," 0.108182716"," 0.121391196"," 0.0999699204"," 0.322555762"," 0.09446799"," 0.0573445066","-0.3678109699","-0.129246202","-0.129001852","-2.528196e-01","-0.149433856","-0.168474200","-0.30589825","-0.100540311"," 0.194551600","-0.0927285207","-0.038474928"," 0.124035919","-0.254373292","-0.048436246"," 0.0300205820"," 0.039617317","-0.128313168","-0.062271793"," 0.076891044","-0.285631387"," 0.089385633","-0.1291048999"," 0.95017370"," 0.210170396","-0.155087149"," 0.0378174546"," 0.067009647","-0.037853934"," 0.285498115","-0.0291471247",13,10,"Chloroquine"
"Chloroquine_H8"," 0.227341775"," 0.398947155","-0.1395145240"," 0.18164758"," 0.1896992920"," 0.112293361"," 1.492036982","-0.5846124103","-0.162027358","-0.004076937"," 0.3052141138"," 0.088318757"," 0.304556728","-0.079454738"," 0.322094629"," 0.178537035"," 0.1090401214"," 0.304496140","-0.03036061"," 0.0552038068","-0.3942244403","-0.071630024"," 0.164510200","-4.287862e-01","-0.254642441","-0.076988512","-0.47609525"," 0.002506124","-0.292125348","-0.2053124536"," 0.208512945"," 0.188820729","-0.150048112","-0.467324816"," 0.0198006752"," 0.166235594","-0.106734301"," 0.095331253","-0.161533971","-0.250869430"," 0.101966365","-0.0036046462"," 1.89735797","-0.012427434","-0.280334744"," 0.0934133779"," 0.033659557"," 0.287704888"," 0.258009200","-0.0004346177",13,10,"Chloroquine"
"Chloroquine_H10"," 0.205346905"," 0.132287054","-0.1563373931"," 0.34863806","-0.0147619026","-0.320666067"," 0.697143473"," 0.1401873558","-0.366690222"," 0.012736456"," 0.2318943582"," 0.211991786"," 0.443829871"," 0.384171927"," 0.189829068"," 0.185444606","-0.4635605370"," 0.429549170"," 0.05723312","-0.0006840405","-0.1911884121"," 0.096469963","-0.103013508","-3.152631e-01"," 0.060408002"," 0.086964915","-0.31470380"," 0.057974008"," 0.210908281"," 0.0042131688","-0.150848531"," 0.113248722","-0.287333859","-0.375683388","-0.1423341191"," 0.074146205","-0.013782658"," 0.070667349"," 0.041979170","-0.391163085"," 0.130365510"," 0.0202672972"," 0.42101415"," 0.131220750"," 0.022621133"," 0.1221991506","-0.244627171","-0.193849125"," 0.031926563"," 0.2266856326",13,10,"Chloroquine"
"Febrifugine_H1","-0.154227847","-0.350887241","-0.0338404548","-0.05389102","-0.2061137781"," 0.240632844"," 0.093566507","-0.0631358961","-0.340060539"," 0.194840070","-0.0591256827","-0.099362574","-0.024586747"," 0.131183663","-0.172586509"," 0.097179230"," 0.0335826790"," 0.442063478","-0.63402797"," 0.0382705383","-0.0379817500","-0.058449615"," 0.063061896","-1.838662e-01","-0.298385447","-0.056078098"," 0.17824188","-0.094082911"," 0.042242297","-0.5154689781"," 0.107329793","-0.073628606","-0.066708717","-0.542009476","-0.3862445890"," 0.033345382"," 0.049275470"," 0.212495508","-0.039867404","-0.214272723","-0.053340118"," 0.2473953367","-0.26439742"," 0.159396971"," 0.084113984"," 0.1461495235","-0.176116717","-0.058031079","-0.418208664"," 0.0865596927",14,11,"Febrifugine"
"Febrifugine_H2","-0.087032220","-0.516283542","-0.1059665872"," 0.20424109"," 0.1628687739","-0.293878708","-0.311861240","-0.0457205800","-0.146622948","-0.070689673"," 0.1081044706","-0.106538908"," 0.295731079","-0.028257792","-0.158593777"," 0.275047049"," 0.3202076167"," 0.182007010","-0.34009012"," 0.2292003570"," 0.0438359691","-0.033560746"," 0.120270496","-1.811387e-01","-0.243152683"," 0.301827346"," 0.07465089"," 1.003471602"," 0.377259179","-0.5478273224","-0.250112981"," 0.764044684","-0.307167165","-0.564573119","-0.3120925672"," 0.113688089"," 0.119744288"," 0.184527093"," 0.623934133","-0.380345394"," 0.199331789"," 0.1476727977","-0.39117865"," 0.049634080"," 0.344524764","-0.1702583486","-0.307437937"," 0.660792482","-0.490538201"," 0.4047473783",14,11,"Febrifugine"
"Febrifugine_H4","-0.262465839","-0.501752044"," 0.0055933236","-0.12920775"," 0.2656768806"," 0.045162811","-0.414699871"," 0.0953546331","-0.242424508","-0.050566431"," 0.0160987028","-0.036243353"," 0.270385836","-0.174391043"," 0.063293908"," 0.095393222"," 0.2544308986"," 0.164610223","-0.45978674"," 0.1103649104","-0.1449857981"," 0.108684478"," 0.229057646","-5.779689e-02","-0.119876390"," 0.189772325","-0.01631205"," 0.488533297"," 0.075529836","-0.2179595145"," 0.105766234"," 0.437343162","-0.233083678","-0.296453492","-0.1990078067"," 0.088535029"," 0.031588659"," 0.122038477"," 0.440135478","-0.284255577"," 0.016415674"," 0.0562712879","-0.93839457","-0.007168981"," 0.145926954","-0.0780591023","-0.011548767"," 0.299908575","-0.785513996"," 0.2701100071",14,11,"Febrifugine"
"Febrifugine_H6","-0.053061393","-0.267548655","-0.0197313255","-0.03460419"," 0.3577656469"," 0.138935713","-0.076534472"," 0.0574777628"," 0.047311052","-0.278868060"," 0.0321368344"," 0.142518669"," 0.380629966"," 0.238239261","-0.064208675"," 0.116522729"," 0.4058808840"," 0.066688081","-0.51302325"," 0.2270640464"," 0.0543130204","-0.109771762"," 0.216925742","-2.161953e-01","-0.435853815"," 0.395189705"," 0.03076630"," 0.808114417"," 0.260142158","-0.5786787989"," 0.196729791"," 0.632465236","-0.456442171","-0.299028093","-0.1076010579","-0.039470353"," 0.094267892"," 0.079736836"," 0.414636980","-0.391862209","-0.090641764"," 0.0180187476","-0.15772626"," 0.462302341"," 0.497226789"," 0.1645789272","-0.153374072"," 0.666059410","-0.588814834"," 0.4022781596",14,11,"Febrifugine"
"Febrifugine_H8","-0.247752681","-0.481805837"," 0.0463614085","-0.37564735"," 0.3315119206"," 0.437476366","-0.048076738"," 0.4687780555"," 0.101836396","-0.525103068"," 0.1274146662"," 0.364334729"," 0.469929518"," 0.202367185","-0.092222595"," 0.284065139"," 0.3304955449"," 0.594845127","-0.68196381"," 0.1722871117"," 0.2785949179"," 0.041879346"," 0.119088149","-2.401378e-01","-0.609004734"," 0.496809100"," 0.30508702"," 0.865264372"," 0.416810647","-0.7742500128","-0.007691923"," 0.623739286","-0.311304667","-0.513099275","-0.1480379834"," 0.055000858","-0.085450994"," 0.130263782"," 0.458613045","-0.544008240"," 0.075397053","-0.1297745146","-0.65066373"," 0.205130990"," 0.310317642"," 0.4440169829","-0.240805601"," 0.602948030","-0.162743605"," 0.3543751731",14,11,"Febrifugine"
"Febrifugine_H10","-0.111138673","-0.353468579"," 0.3688180266","-0.04725068"," 0.0636667160","-0.125370207","-0.442669278"," 0.0497688058"," 0.222557149","-0.561948836"," 0.3690391931"," 0.402138204"," 0.682285257","-0.233674748","-0.458287013"," 0.090831004","-0.0240063457"," 0.415293996","-0.93675561"," 0.2425209870"," 0.2765143427"," 0.508586655"," 0.002233326","-3.915109e-01","-0.272143324"," 0.830463705"," 0.10336225"," 0.985522776"," 0.355377974"," 0.2628399827"," 0.729710179"," 0.300488737","-0.029107389","-0.669217288","-0.1013872343"," 0.183634512","-0.105525849"," 0.031049628"," 0.530340882","-0.708130503"," 0.026596398","-0.3492947166"," 0.13389155"," 0.322945375"," 0.257253689"," 0.0193193089"," 0.238400908"," 0.532911878","-0.528119373"," 0.5745130370",14,11,"Febrifugine"
"Artemisinin_H1","-0.261879583","-0.773980323"," 0.0260922021","-0.17967479"," 0.2944298406","-0.313614396","-0.122440451"," 0.3866038195","-0.334093527","-0.357950038","-0.2234398250","-0.077106756"," 0.065016740"," 0.231292669"," 0.105790457","-0.042981924"," 0.1108140305"," 0.553123060","-0.30346367"," 0.1695584716","-0.0388158527","-0.270060677"," 0.086552310","-1.255654e-01","-0.068210518","-0.048850781"," 0.17881224","-0.618891241"," 0.116474514","-0.4076015245"," 0.081546188"," 0.250984951","-0.035431435","-0.312645546","-0.3415766192","-0.061769387","-0.014732753"," 0.200864738"," 0.156953721"," 0.095528226","-0.135940816"," 0.3406025673","-0.75007664"," 0.276787907"," 0.189815748"," 0.2031403749","-0.148525451"," 0.231607231","-0.336758331"," 0.1031466155",15,12,"Artemisinin"
"Artemisinin_H2","-0.118565197","-1.044270880"," 0.0734313730","-0.16817839","-0.0195481154","-0.533402566","-0.781886023"," 0.6008754151"," 0.124005001","-0.113161146"," 0.0435482820","-0.457343608"," 0.621643668"," 0.390871328","-0.182591532"," 0.184315001","-0.2357193151"," 0.430553646","-0.38819309"," 0.2873049802"," 0.3365084930"," 0.011790700"," 0.098424556"," 1.249387e+00","-0.316615672"," 0.868896291"," 0.41747896","-0.220782504"," 0.440574503","-0.5320115910","-0.096989892"," 0.678022851","-0.047373281","-1.024947407","-0.4654241225"," 0.137406118"," 0.084693341"," 0.232511902"," 0.749966228","-0.210542882"," 0.203381421"," 0.4573088187","-1.05567989","-0.091940858"," 0.368098090","-0.1312697080","-0.399399980"," 0.238806357","-0.550099210"," 0.6048594189",15,12,"Artemisinin"
"Artemisinin_H4","-0.120136730","-0.544859533"," 0.0874340492"," 0.10826411"," 0.4219577397"," 0.407615329","-0.268262755"," 0.4729619025","-0.113968280","-0.155164176"," 0.0798288542","-0.098960246"," 0.190009090","-0.089358955","-0.161254272"," 0.082312494"," 0.3341096625"," 0.131296925","-0.41793514"," 0.2451047375"," 0.2726250217","-0.252994403"," 0.476735080","-2.951030e-01","-0.328058194"," 0.340845380"," 0.37133258","-0.277224145"," 0.309741364","-0.3481250061"," 0.516455614"," 0.518939875","-0.006518828","-0.579708013","-0.1194785391","-0.053441191"," 0.025495452"," 0.237562142"," 0.482904292","-0.217208758"," 0.022491275"," 0.0994495341","-0.72030139"," 0.447524016"," 0.528041227"," 0.2646493187","-0.262839564"," 0.410455909","-0.449416999"," 0.2078493701",15,12,"Artemisinin"
"Artemisinin_H6","-0.289244681","-0.236924310","-0.3419060997"," 0.54281300"," 0.2342518616","-0.049992758","-0.895470472"," 0.0610043657","-0.213627140","-0.005440901","-0.0568619306","-0.100704107"," 0.153879236"," 0.141480842","-0.067206636"," 0.112365995"," 0.2170052046","-0.013490997","-0.35562516"," 0.2439240673","-0.0239017380"," 0.296516596","-0.062000760","-8.187081e-02","-0.537234394"," 0.087803507","-0.19185821","-0.120926890"," 0.108265157","-0.4660421477"," 0.200918209"," 0.461761825","-0.570736644","-0.299950496","-0.2158760885"," 0.197717171"," 0.165468333","-0.051798625"," 0.342351242","-0.355416106","-0.036598571"," 0.0071543666","-0.95867736"," 0.264756935"," 0.482336462","-0.1515749724"," 0.314759007"," 0.306290211","-0.738003156"," 0.5403327903",15,12,"Artemisinin"
"Artemisinin_H8","-0.328692222","-0.294637686","-0.1947133604"," 0.13404691"," 0.6747100547","-0.159691515","-1.486057258"," 0.3802154386"," 0.635052979","-0.451454422"," 0.5528271371","-0.041710317"," 0.851381035"," 0.295793394","-0.047783748","-0.016045224"," 0.3277057576"," 0.178178703","-0.54443588"," 0.2430498105"," 0.1404182312"," 0.376687328","-0.196409673"," 1.884899e-01","-0.597512287"," 0.250997732","-0.40851671","-0.746741582"," 0.279985989","-0.7399337279"," 0.457671075"," 0.973653407","-0.499973592","-0.244245308","-0.0784149014"," 0.014216303"," 0.038778793"," 0.122020648"," 0.941055631","-0.282047673"," 0.248216426","-0.1353195943","-1.35831642"," 0.317496448"," 0.720038794"," 0.1451912653"," 0.039203530"," 0.105253128","-0.116843086"," 0.2823224872",15,12,"Artemisinin"
"Artemisinin_H10","-0.055087376","-0.135561529"," 0.0311418252"," 0.29999329"," 0.6868169497","-0.399534494","-1.011145423"," 0.0919440777"," 1.656505703","-0.746690832"," 0.1088838915"," 0.699945740"," 0.131593293"," 0.560048922"," 0.008141589","-0.602859045"," 0.5072194621"," 0.066545560","-0.64890774"," 0.0692902376","-0.1636113151"," 0.084532500"," 0.103801261"," 7.831404e-01","-0.316769727"," 0.346846105","-0.31943285","-0.177377579"," 0.358056247"," 0.1377077020"," 0.420165552"," 1.134453058","-0.703199550"," 0.103281944"," 0.5279659604","-0.127047630","-0.202081720"," 0.021723160"," 0.887467013","-0.392055266","-0.008710034","-0.2644711795","-1.20452025"," 0.495102636"," 0.466308910"," 0.0526798522"," 0.889346881","-0.027632947","-0.060951237"," 0.6828428735",15,12,"Artemisinin"
"MMV43TP1","-0.275157072","-1.919031212"," 0.1625214926"," 1.69046452"," 0.2435913510","-0.767356739","-1.452641489"," 0.6634830235"," 0.047810611"," 0.443278405","-0.2883134985","-0.254040168"," 0.449821543","-0.216690353"," 0.595018643"," 0.149545108"," 0.4154293582"," 0.600785037","-1.32560479","-0.7444330477"," 0.7787225806"," 1.254031063","-1.739294473","-9.048051e-01","-0.437158727"," 1.042886014"," 1.02389443","-0.031704732"," 0.532516448"," 0.5256420178"," 1.793529151"," 0.325571042","-0.820935275","-1.430894871","-0.5761844026"," 0.847785060"," 0.621605936"," 0.120507436"," 0.266881626","-2.018483648","-0.027499611"," 0.4490434621","-2.45684398","-0.468814604"," 0.382977624","-0.2046203049","-0.122923564"," 0.561640893","-1.819288493"," 0.5960154637",16,13,"MMV43"
"MMV43TP2"," 0.389011985"," 0.555952702"," 0.1186841805"," 0.40882794"," 0.0879613473","-0.254319301"," 0.368515126"," 0.6633683285"," 0.078009449","-0.563937672","-0.1278174197","-0.827377376"," 0.397910696"," 0.508783542","-0.236576519"," 0.025677010"," 0.1402604019"," 0.561748952","-0.33383061"," 0.3251363552"," 0.3633196345"," 1.076983481","-0.780007455","-7.124836e-01","-0.031451854"," 0.132996614"," 0.17397537"," 0.319404700","-0.061203338","-0.1073068981"," 0.643773985"," 0.583026873","-0.187193361","-1.048480845"," 0.0830977204"," 0.210301594"," 0.069484145"," 0.670591594","-0.145715228","-0.879987341"," 0.385907740","-0.2696149796"," 1.00415380"," 0.683499939"," 0.375202272","-0.2442782702","-0.064031513","-0.467914934"," 0.242124350","-0.0270013993",16,13,"MMV43"
"MMV48TP1","-0.203625718","-0.720467197"," 0.0681404219"," 0.69731787","-0.0951679264","-0.257202630","-0.403875153"," 0.2970138081","-0.577422675"," 0.176876685","-0.0920994168","-0.389498479"," 0.017275190","-0.528890153"," 0.670982199"," 0.152143694","-0.3843709507","-0.888057422"," 0.01787364","-0.3207311185"," 0.1801957024"," 0.122655249","-1.032036697","-8.831973e-01","-0.219553706","-0.026856647"," 0.98563006"," 0.203435000"," 0.450154331"," 0.1282132818"," 0.789242769"," 0.029740552","-0.320972352","-0.835569584","-0.4749281845"," 0.494266944"," 0.306998174","-0.145232768"," 0.476244064","-0.316914767","-0.192378423"," 0.2612403470","-0.49000247","-0.166499951","-0.078860196","-0.1714370771","-0.243014365"," 0.121312987","-0.592743387","-0.3525183740",17,13,"MMV48"
"MMV48TP2"," 0.350709662"," 0.440562359"," 0.1106589329"," 0.67998710"," 0.0115338926","-0.414696517"," 0.485069648"," 0.5552437510","-0.076454238","-0.480976849","-0.1136938473","-0.593431482"," 0.511102752"," 0.074536715","-0.136882411","-0.122356115","-0.3968974596"," 0.286702467","-0.06557708"," 0.1833180365"," 0.3520666734"," 0.628131651","-0.495578433","-9.042348e-01"," 0.105440428"," 0.111900673"," 0.49354025"," 0.228125548","-0.149640150","-0.0948032071"," 0.523488541"," 0.327334462"," 0.033975911","-0.999851863"," 0.0622728949"," 0.088594311","-0.105610817"," 0.462780806"," 0.018779912","-0.649922719"," 0.081549825","-0.0835902832"," 0.76910511"," 0.443798637"," 0.356311192"," 0.0438430198"," 0.028056656","-0.391869578"," 0.140822911"," 0.1623190010",17,13,"MMV48"
"DFMO_TP19"," 0.174430658"," 0.960711931"," 0.0239099543"," 0.17868972"," 0.1469677987","-1.169572230"," 1.633967356"," 0.7696907184"," 0.388862554"," 1.179576401"," 0.6609074078","-1.305234452"," 1.037305131"," 0.361795953","-1.191648115","-0.146638528"," 1.0497888544"," 1.126130567","-1.86563928"," 1.0161864200"," 0.0760246112"," 0.732361477"," 0.027541332","-2.342853e-01","-0.298273713"," 0.482910521","-0.17081222","-0.831360522","-0.071358125","-0.4268428045","-0.323992131"," 0.442153373"," 0.014978722","-3.501639837"," 0.0044123285"," 0.057500155","-0.273207452"," 0.511585960"," 0.127761764","-0.512883976"," 0.342164139","-1.0270749834"," 0.23638261"," 1.048062948"," 0.238240067","-0.5649608797","-0.193527390"," 0.045121127","-1.036930862"," 0.4748863921",18,14,"DFMO"
"DFMO_TP27","-0.096675517","-0.728719366"," 0.6860368831"," 0.46560877"," 0.1431955876","-1.502158049","-0.930395856"," 0.8468223106","-0.357733528"," 3.177751578"," 0.3615801732","-0.792909867"," 1.117386674"," 0.185306402","-2.682734115"," 0.447981120"," 1.2331944942"," 1.214635264","-2.43196180"," 0.3398496265"," 0.5154100218"," 0.642829574","-1.462564059","-2.171840e+00"," 0.047993595"," 0.731933507"," 0.18332974","-0.109346114"," 0.390553634"," 0.2166792521"," 0.134114217"," 0.012898587"," 0.310404014","-2.313839423","-0.9096723913"," 0.111490492"," 0.051173032"," 0.759304597"," 0.186082549","-1.466461350"," 0.221111608","-0.4986203450","-0.26107566"," 1.680908150"," 0.905818403"," 0.2482913963","-0.026760735","-0.070612109","-1.479569019"," 0.9918124024",18,14,"DFMO"
"DFMO_TP34","-0.283709648","-1.791328781"," 0.4579177250"," 0.39924445"," 0.2880162764","-0.943258661","-3.704243432"," 0.0791183100","-0.566557764"," 0.913119383","-0.1696369856","-0.751287742"," 1.083619873"," 0.407953669","-1.982098265"," 0.810863060"," 1.3628151274"," 1.208540769","-2.06214761"," 0.0550966311"," 0.3609984573"," 0.744439354","-0.941888413","-1.298264e+00","-0.036450075"," 0.493977366"," 0.09696059"," 0.167438426"," 0.554517791"," 0.3702205613","-0.045359013","-0.220108354"," 0.370695101","-1.781864214","-0.6468767530"," 0.490888247"," 0.188841058"," 0.348332760","-0.179685961","-1.162902455"," 0.406236866","-0.3499771417","-3.15623619"," 1.626559625"," 0.810839074","-0.0621104799","-0.069499281","-0.020038484","-2.048915720"," 0.9205644322",18,14,"DFMO"
"IonoTP1"," 0.377163633"," 0.577146074"," 0.0111968845"," 0.02186441"," 0.2241584998"," 0.179513470"," 0.921571428","-0.2061638167","-0.216786587","-0.162436361"," 0.2309939572"," 0.243419540","-0.076213048","-0.991562164"," 0.083937400"," 0.020713371","-0.0008665297","-0.236017162","-0.47283748"," 0.1212863626","-0.0514487430"," 0.065354860"," 0.129122018","-1.003434e-01","-0.024876883","-0.277940125","-0.49764827","-0.047057766"," 0.004175686"," 0.0383507019"," 0.070382372"," 0.191795246"," 0.016374142","-0.190903144"," 0.2493020528"," 0.025133874","-0.063569389"," 0.194989781","-0.120209643"," 0.070496008","-0.008244235"," 0.0109625108"," 1.11991925","-0.105559127","-0.521342691","-0.5098163713"," 0.191686829","-0.043140940"," 0.006529633","-0.0325756287",19,15,"Iono"
"IonoTP2"," 0.098505433"," 0.311851114","-0.0115394482"," 0.09183034"," 0.1702104536","-0.088801456"," 0.373186958","-0.2406660512","-0.000185653","-0.281276720","-0.0005571221"," 0.245757904"," 0.007365444","-2.537759995"," 0.135476076"," 0.023246122"," 0.0328935788","-0.202803561","-0.14334597"," 0.0697450183"," 0.0013380566","-0.017939960","-0.063610883","-2.271313e-02"," 0.008247210","-0.023453905","-0.06141009","-0.112303929"," 0.100399410"," 0.0158322469"," 0.033169517"," 0.223578207","-0.067456805"," 0.030768681"," 0.0531669833"," 0.005600677"," 0.066690011"," 0.059911449","-0.020382384"," 0.102816011","-0.009178910"," 0.0313414070"," 0.67667185","-0.126544123","-0.836659248","-0.9313517054","-0.002376034","-0.058883992"," 0.112994092","-0.0929600558",19,15,"Iono"
"IonoTP3"," 0.093464461"," 0.562504053"," 0.0416743221","-0.31250065"," 0.0637752828"," 0.001565019"," 0.445834589"," 0.3153114483"," 0.072473136","-0.740008296","-0.0827796113"," 0.446448215"," 0.071185389","-1.257439076","-0.093479745","-0.098570835","-0.0495156815","-0.042722762","-0.14861647","-0.1368766006","-0.0355974097","-0.016070006"," 0.077415097"," 1.890675e-01","-0.063617849"," 0.105435638"," 0.27596937"," 0.051602988","-0.055729560"," 0.0005911154"," 0.003848578","-0.055013563"," 0.029729619","-0.146127376","-0.0278614197","-0.064755579"," 0.048117912"," 0.162823996","-0.008762269","-0.341894335","-0.027091497","-0.1222835013"," 1.66070809"," 0.040863228","-0.321635121","-0.8848491813","-0.075583343","-0.407654530"," 0.143994632"," 0.0771303189",19,15,"Iono"
"IonoTP4"," 0.631064984"," 1.030015679"," 0.1063799661"," 0.02761350"," 0.0394900811"," 0.170453539"," 1.241414244","-0.1330963201","-0.113684882"," 0.218154389"," 0.0937038980","-0.133844093","-0.080960900","-1.781208933","-0.088535243","-0.039281998","-0.0721615005","-0.279454501"," 0.25685826"," 0.0161595392","-0.0284036450","-0.054522043","-0.097462681"," 2.886139e-02"," 0.041665506"," 0.049248384","-0.15288449","-0.338370249","-0.005795300","-0.1427907942"," 0.033458053"," 0.091157332"," 0.046958427","-0.192809167","-0.0334817156","-0.070225028"," 0.041901779"," 0.185675920","-0.102680689","-0.244205099"," 0.018398107"," 0.0002375021"," 2.18954478"," 0.502417624","-0.774974302","-1.6547790884","-0.016805679","-0.539042865"," 0.386833059","-0.1056576564",19,15,"Iono"
"IonoTP5"," 0.662901303"," 0.812178432","-0.0684146873","-0.39768760","-0.0291621003","-0.154919263"," 0.799382734","-0.1901187383"," 0.018567766"," 0.041588702"," 0.0799589613"," 1.097995490","-0.160439831","-1.728970663"," 0.003720381","-0.115310187","-0.2279705776","-0.979840106"," 0.17645833","-0.0354333748"," 0.0331495929","-0.083448088","-0.109400052"," 2.428369e-01"," 0.216269498"," 0.309160721","-0.07032302","-0.440275096","-0.256945941","-0.1251908052"," 0.033949030"," 0.070915516","-0.029197428","-0.366091267"," 0.0282746430","-0.062851747"," 0.002492292"," 0.221405267","-0.051450592","-0.616720969"," 0.131805078"," 0.2022255622"," 2.06431252"," 1.045306715","-1.600727153","-1.1615081338","-0.128285099","-0.208239500"," 0.701080955","-0.2597802544",19,15,"Iono"
